s
indexer,parentBountyId,proposer,index,value,dValue,fee,curator,beneficiary,unlockAt,description,meta,state,isFinal,stateSort,deposit,fiatValue,symbolPrice
"{""blockHeight"": 22690400, ""blockHash"": ""0x6f06693fe9848af8282536682d057a818c65e90952eba8575e5cbfa5e8ef8527"", ""blockTime"": 1727271672001, ""eventIndex"": 76, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2202,114800000000,{'$numberDecimal': '114800000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9,22690546.0,Spanish Bounty Tranlations TT 183 & 184 Dotamina,"{'parentBounty': 42, 'value': 114800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '14dfHJDm27ep5eAtgXqr1wjUYnK3p5LhgzLcYVX3tHRFsVo9', 'unlockAt': 22690546}}}","{""indexer"": {""blockHeight"": 22693994, ""blockHash"": ""0x0620acfe16aa92724e0f62866bb42aded3799458e698b2c1a57695c8a6d3ab2e"", ""blockTime"": 1727293248000, ""eventIndex"": 63, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22690400, ""blockHash"": ""0x6f06693fe9848af8282536682d057a818c65e90952eba8575e5cbfa5e8ef8527"", ""blockTime"": 1727271672001, ""eventIndex"": 70, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2201,100800000000,{'$numberDecimal': '100800000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,13pgVrB53DyS7wLeGWkDYUSBYBTageJDjEqXLqxsqJBismsV,22690546.0,Spanish Bounty Written Content CE 114 The hodlfather,"{'parentBounty': 42, 'value': 100800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '13pgVrB53DyS7wLeGWkDYUSBYBTageJDjEqXLqxsqJBismsV', 'unlockAt': 22690546}}}","{""indexer"": {""blockHeight"": 22690830, ""blockHash"": ""0x70ccb7fa79b4040744533febd47470e9f53dde10e531677c3f25f64ca9e618f4"", ""blockTime"": 1727274252000, ""eventIndex"": 75, ""extrinsicIndex"": 4}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22690400, ""blockHash"": ""0x6f06693fe9848af8282536682d057a818c65e90952eba8575e5cbfa5e8ef8527"", ""blockTime"": 1727271672001, ""eventIndex"": 64, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2200,166200000000,{'$numberDecimal': '166200000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,15a5Q7ERVMYBAewqH7aNY2sEnsv4WU9mxD9y8rP7EezYCdQQ,22690546.0,Spanish Bounty Written Content CE 113 & TT 185 Gonzalo,"{'parentBounty': 42, 'value': 166200000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '15a5Q7ERVMYBAewqH7aNY2sEnsv4WU9mxD9y8rP7EezYCdQQ', 'unlockAt': 22690546}}}","{""indexer"": {""blockHeight"": 22693996, ""blockHash"": ""0xa24b34cbdf50e6c94a8d81727c9e9cae8b1ab34f2a42bc899de7ea311e8b801b"", ""blockTime"": 1727293260000, ""eventIndex"": 57, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22690400, ""blockHash"": ""0x6f06693fe9848af8282536682d057a818c65e90952eba8575e5cbfa5e8ef8527"", ""blockTime"": 1727271672001, ""eventIndex"": 58, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2199,151000000000,{'$numberDecimal': '151000000000'},0.0,12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1,1CaXBXVGNbey352w7ydA1A2yDyNQLshycom8Zyj69v5eRNK,22690546.0,Spanish Bounty Written Content CE 111 & 112 Bra,"{'parentBounty': 42, 'value': 151000000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '12xRcHjvStkUYgzTh9vyqinN3tUpddgcPnSUcLXZ3ty44Mq1', 'beneficiary': '1CaXBXVGNbey352w7ydA1A2yDyNQLshycom8Zyj69v5eRNK', 'unlockAt': 22690546}}}","{""indexer"": {""blockHeight"": 22693998, ""blockHash"": ""0x31d266e52693944f9817c8fd5f7449ef6912c1f7dd8e48f4faaf67c27db12177"", ""blockTime"": 1727293272000, ""eventIndex"": 58, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22683000, ""blockHash"": ""0xa92fdbf18a82867c9e6592e99ef4f339043e437e6b7a06fe28e88dfdabce71d0"", ""blockTime"": 1727227236000, ""eventIndex"": 57, ""extrinsicIndex"": 2}",36,15NqvcaPDSc4TJSEERC8jLvs22dBqsDkjdzxW4tj1dkhTNq7,2198,57776800000000,{'$numberDecimal': '57776800000000'},0.0,14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE,15rThjK57fPzMAYYZztnZCG35eBTSsbz7YKF9UtLkLcEQHm3,22761966.0,First Payment for Meld Integration,"{'parentBounty': 36, 'value': 57776800000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14Gvqxjvy2rKFnY5BobiNq4ZsmbsHnnhZy1SqwZb3nhh3mLE', 'beneficiary': '15rThjK57fPzMAYYZztnZCG35eBTSsbz7YKF9UtLkLcEQHm3', 'unlockAt': 22761966}}}","{""indexer"": {""blockHeight"": 22761981, ""blockHash"": ""0x74eb8319165ef0473d9f6c2300c9a5047341588c8ff154dc0fd6945277c78e2b"", ""blockTime"": 1727701602001, ""eventIndex"": 57, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 99, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2194,809400000000,{'$numberDecimal': '809400000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,149AQApEw4Xe1DxWesqywiuGQHazbETMgWgT89WjEYFAc29y,22675582.0,lolmcshizz Curator Fee September Payout,"{'parentBounty': 31, 'value': 809400000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '149AQApEw4Xe1DxWesqywiuGQHazbETMgWgT89WjEYFAc29y', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22691676, ""blockHash"": ""0x875067e559920c2d1c8de22a1bd67de29bda5005f1c26eeda2bf725f9a54d0b9"", ""blockTime"": 1727279328000, ""eventIndex"": 61, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 94, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2193,809400000000,{'$numberDecimal': '809400000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,1HGnvAkk9nbfZ58CzUJhjcrLdEDMkr5qNkqqYkyD5BF5v6Y,22675582.0,Leemo Curator Fee September Payout,"{'parentBounty': 31, 'value': 809400000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '1HGnvAkk9nbfZ58CzUJhjcrLdEDMkr5qNkqqYkyD5BF5v6Y', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22693958, ""blockHash"": ""0x058cd181d7435f3f1475c3558b645d1333cf627ab24c76a77cb4b0b14f0042bf"", ""blockTime"": 1727293032000, ""eventIndex"": 72, ""extrinsicIndex"": 4}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 89, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2192,9135100000000,{'$numberDecimal': '9135100000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,14WBgUYr1scUwR5rvx7DwgMUhHtdtRyHMkurkU4AZ7wRgFxC,22675582.0,RadiumBlock September 24,"{'parentBounty': 31, 'value': 9135100000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '14WBgUYr1scUwR5rvx7DwgMUhHtdtRyHMkurkU4AZ7wRgFxC', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22703121, ""blockHash"": ""0x2ea6e56497dfbfae8b4255d17c9e836c8f154a2b9c4a4262f9ddd71c4d2dba42"", ""blockTime"": 1727348028000, ""eventIndex"": 54, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 84, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2191,8094400000000,{'$numberDecimal': '8094400000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,13jMGskc98pqSG4xf7KLNRzyjtr26jUxbJnQerrqD4dKyvsh,22675582.0,Stakeworld September 24,"{'parentBounty': 31, 'value': 8094400000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '13jMGskc98pqSG4xf7KLNRzyjtr26jUxbJnQerrqD4dKyvsh', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22691619, ""blockHash"": ""0x5e73789170cfb85b0eb6c00c21f4da963ee178799da8cc7dbff711dc34bfa084"", ""blockTime"": 1727278986000, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 74, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2189,11563400000000,{'$numberDecimal': '11563400000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,15MV2nX6BEoiBz8Ua2xNta19sVBKT7kiw2MEHdu2Jd9a4VaC,22675582.0,Lucky Friday September 24,"{'parentBounty': 31, 'value': 11563400000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '15MV2nX6BEoiBz8Ua2xNta19sVBKT7kiw2MEHdu2Jd9a4VaC', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22693625, ""blockHash"": ""0xa521539bf46a3429c3d449285da8057bc3c54801c9d2ee6777bb69b1ca37cccf"", ""blockTime"": 1727291034000, ""eventIndex"": 64, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22673858, ""blockHash"": ""0x5f2a99ae117bc8411d10bfdd7f3cb61be4651b15fe6512128723f8620fd8e520"", ""blockTime"": 1727172372000, ""eventIndex"": 64, ""extrinsicIndex"": 2}",31,14SXKP7Zi4aUUNa8DGfZPCnuGGuAZuS6Dm3oKzqUpdisXfQp,2187,5089700000000,{'$numberDecimal': '5089700000000'},0.0,1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi,1MrurrNb4VTrRJUXT6fGxHFdmwwscqHZUFkMistMsP8k5Nk,22675582.0,Dwellir September 24,"{'parentBounty': 31, 'value': 5089700000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '1t4LzYdL5LyKqPUP4iMWNyHy9DthRKJLdx2dUfr25tV22Wi', 'beneficiary': '1MrurrNb4VTrRJUXT6fGxHFdmwwscqHZUFkMistMsP8k5Nk', 'unlockAt': 22675582}}}","{""indexer"": {""blockHeight"": 22702271, ""blockHash"": ""0x2dbce1f6653cfe6c1d2abb8d5ca57795e14c64a20e3314523dc948fd629665cc"", ""blockTime"": 1727342916000, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22668092, ""blockHash"": ""0x06fc561646843f8901216043696170c834301f0031a8c60b5723ef38940c2798"", ""blockTime"": 1727137752000, ""eventIndex"": 56, ""extrinsicIndex"": 2}",11,14fwg6thCp9uaxuhB8io9XtDWDziJVsDNktRyWfpxXL94W32,2185,231696000000,{'$numberDecimal': '231696000000'},0.0,151fSxLtpjaBRLGoo1DQB8n8ERLNR6ZduBnmjyzpypegJQp9,13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT,22688465.0,Domain Hosting for Anti-Scam website- Franky,"{'parentBounty': 11, 'value': 231696000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '151fSxLtpjaBRLGoo1DQB8n8ERLNR6ZduBnmjyzpypegJQp9', 'beneficiary': '13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT', 'unlockAt': 22688465}}}","{""indexer"": {""blockHeight"": 22691877, ""blockHash"": ""0x94fdd62dfdb7f32d3c6aaf2ed5eca5faf2c261c860a69e708f901f5d28c73b5b"", ""blockTime"": 1727280534000, ""eventIndex"": 63, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22647224, ""blockHash"": ""0x5ff1b4a96bcee26c35813acc706caf7875bce9e498f5d6ca8edf9157f28f04d0"", ""blockTime"": 1727012484001, ""eventIndex"": 56, ""extrinsicIndex"": 2}",17,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,2184,12043200000000,{'$numberDecimal': '12043200000000'},0.0,138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s,14XNJmoUzkvmh9cYoqG4axBRR4BWzWRbnFP79oiZgKu7V9bz,22649794.0,India IIT Roorkee Workshop,"{'parentBounty': 17, 'value': 12043200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s', 'beneficiary': '14XNJmoUzkvmh9cYoqG4axBRR4BWzWRbnFP79oiZgKu7V9bz', 'unlockAt': 22649794}}}","{""indexer"": {""blockHeight"": 22658978, ""blockHash"": ""0x27d0a425d6401ee481b3c2ddcc53341c612ba4b20316aebdf786310fb11237af"", ""blockTime"": 1727083020000, ""eventIndex"": 65, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22603684, ""blockHash"": ""0x3c6cd80eee655d78b8b120385606c557ce85557734fc8c7555e49de3907b2104"", ""blockTime"": 1726750992000, ""eventIndex"": 64, ""extrinsicIndex"": 3}",17,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,2183,211578200000000,{'$numberDecimal': '211578200000000'},0.0,138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s,12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV,22605142.0,NFT & RWA Paris,"{'parentBounty': 17, 'value': 211578200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '138zn7kQePVm4P1GuCzPLNtcyyAErZzxLiQkT9KhqrVAmF6s', 'beneficiary': '12TnSoNV8wttzHx4bU4yxTm1nVuSHjTssZwMWs7XnPXnRiWV', 'unlockAt': 22605142}}}","{""indexer"": {""blockHeight"": 22605534, ""blockHash"": ""0x65b2d0218bda3636652493f329de1559f579d6fd15ef079e6d03bae46465f336"", ""blockTime"": 1726762104000, ""eventIndex"": 64, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 22590272, ""blockHash"": ""0x65506e00568502256e0f99a1f2ddf8fd56b351b49b695761bc3b268ad60f5d3f"", ""blockTime"": 1726669722000, ""eventIndex"": 62, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2182,7322300000000,{'$numberDecimal': '7322300000000'},0.0,14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh,16kmbXhTGCwkXzdQMsE5AMJHddqLfRynJJL4ycFZg91zE7H1,22590441.0,Sponsorship Polkadot AndesTech,"{'parentBounty': 42, 'value': 7322300000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh', 'beneficiary': '16kmbXhTGCwkXzdQMsE5AMJHddqLfRynJJL4ycFZg91zE7H1', 'unlockAt': 22590441}}}","{""indexer"": {""blockHeight"": 22603064, ""blockHash"": ""0xa09e04ec8c57d79caf95e1615d1a521145e3db24614507e0cc3b224bf13c44dd"", ""blockTime"": 1726747254000, ""eventIndex"": 63, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22590272, ""blockHash"": ""0x65506e00568502256e0f99a1f2ddf8fd56b351b49b695761bc3b268ad60f5d3f"", ""blockTime"": 1726669722000, ""eventIndex"": 56, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2181,705800000000,{'$numberDecimal': '705800000000'},0.0,14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh,16dApD2ox2qV2mA3u2xiR72kyAGE7MLbDxepZUFkcSJz3Gmw,22590441.0,Reward Polkadot Decoded View Party - Chiloe,"{'parentBounty': 42, 'value': 705800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh', 'beneficiary': '16dApD2ox2qV2mA3u2xiR72kyAGE7MLbDxepZUFkcSJz3Gmw', 'unlockAt': 22590441}}}","{""indexer"": {""blockHeight"": 22603076, ""blockHash"": ""0x64eff7fcc3879e54c92de7b01e58097f55900b146df73b34c4dbe7222aea4b73"", ""blockTime"": 1726747326000, ""eventIndex"": 51, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22589974, ""blockHash"": ""0xe1ffdb19c65bc0e7a862857408cf5143146d132b497e3d83a90d6e5b97590d44"", ""blockTime"": 1726667880001, ""eventIndex"": 75, ""extrinsicIndex"": 3}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2180,678700000000,{'$numberDecimal': '678700000000'},0.0,1yCg8NSCgjS4K5KDK5DZGhxUCxmgVyhyG6vBPn5wqUmLuYo,12jNpcKMqYbiDhucsr6TDrto3MdRtrBLbuDvTh3FprZeVbpb,22590015.0,"Reward organizers Tour Universitario en Bogota, Colombia","{'parentBounty': 42, 'value': 678700000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '1yCg8NSCgjS4K5KDK5DZGhxUCxmgVyhyG6vBPn5wqUmLuYo', 'beneficiary': '12jNpcKMqYbiDhucsr6TDrto3MdRtrBLbuDvTh3FprZeVbpb', 'unlockAt': 22590015}}}","{""indexer"": {""blockHeight"": 22590037, ""blockHash"": ""0x77a1a191bbec45750738468a5395545008ea44444ab574292fd3879a27c8bcf1"", ""blockTime"": 1726668282001, ""eventIndex"": 70, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22589974, ""blockHash"": ""0xe1ffdb19c65bc0e7a862857408cf5143146d132b497e3d83a90d6e5b97590d44"", ""blockTime"": 1726667880001, ""eventIndex"": 69, ""extrinsicIndex"": 3}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2179,18450800000000,{'$numberDecimal': '18450800000000'},0.0,1yCg8NSCgjS4K5KDK5DZGhxUCxmgVyhyG6vBPn5wqUmLuYo,14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh,22590015.0,"Polkadot en CumbreTech en Pereira, Colombia","{'parentBounty': 42, 'value': 18450800000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '1yCg8NSCgjS4K5KDK5DZGhxUCxmgVyhyG6vBPn5wqUmLuYo', 'beneficiary': '14Gn7SEmCgMX7Ukuppnw5TRjA7pao2HFpuJo39frB42tYLEh', 'unlockAt': 22590015}}}","{""indexer"": {""blockHeight"": 22590028, ""blockHash"": ""0x917e2ea2cd132526bb432e65ee9500bc7ad3fc9328b72c0b7a6c6baa015cefe6"", ""blockTime"": 1726668222000, ""eventIndex"": 55, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22589932, ""blockHash"": ""0x0a5c9f5a5a4da27319555bb8e338fb15b367149e9aa3e8ed4aac553a06d47420"", ""blockTime"": 1726667628000, ""eventIndex"": 64, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2178,1174400000000,{'$numberDecimal': '1174400000000'},0.0,14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt,15akZwzufEzFzfh18y4Q81Ci8TXyvH6hyUkRrxJED2MjEYhe,22590016.0,"Content creation ""LV"" V_179/80","{'parentBounty': 42, 'value': 1174400000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt', 'beneficiary': '15akZwzufEzFzfh18y4Q81Ci8TXyvH6hyUkRrxJED2MjEYhe', 'unlockAt': 22590016}}}","{""indexer"": {""blockHeight"": 22590208, ""blockHash"": ""0xf3bcca164b36f879a4a6d55a7e3446f3384fa5f5a2263e7b7cd6d2551f4c5fd7"", ""blockTime"": 1726669332001, ""eventIndex"": 55, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22589932, ""blockHash"": ""0x0a5c9f5a5a4da27319555bb8e338fb15b367149e9aa3e8ed4aac553a06d47420"", ""blockTime"": 1726667628000, ""eventIndex"": 58, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2177,862500000000,{'$numberDecimal': '862500000000'},0.0,14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt,1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q,22590016.0,"Content Creation ""Cesar"" V_178/82","{'parentBounty': 42, 'value': 862500000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt', 'beneficiary': '1TtCbdG7LjYwry8bYK6zV3xq2XAnXod4jf2htxH2NE1Wf2Q', 'unlockAt': 22590016}}}","{""indexer"": {""blockHeight"": 22593108, ""blockHash"": ""0xf85e80076fc0afa2cfa89cac5e3bdedadb5d6155eeff9f7fac87f63977e7ea08"", ""blockTime"": 1726687086000, ""eventIndex"": 67, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 22589932, ""blockHash"": ""0x0a5c9f5a5a4da27319555bb8e338fb15b367149e9aa3e8ed4aac553a06d47420"", ""blockTime"": 1726667628000, ""eventIndex"": 52, ""extrinsicIndex"": 2}",42,15V3YDhibKoqFgQwZtyGNMDPyNtf8XUH2GU7BgRUqCQ1V9ku,2176,715700000000,{'$numberDecimal': '715700000000'},0.0,14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt,15rqj6yN29bxzbjFWxYGNB1TaRdqrESkg7SZNDDHTcSsjNXq,22590016.0,"Content Creation ""Axel Becker"" V_177/83","{'parentBounty': 42, 'value': 715700000000, 'fee': 0, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '14aGNTNA9RMbuy73V8LJRCNszmBtiiKEmYZjdXp4GFNo1fpt', 'beneficiary': '15rqj6yN29bxzbjFWxYGNB1TaRdqrESkg7SZNDDHTcSsjNXq', 'unlockAt': 22590016}}}","{""indexer"": {""blockHeight"": 22590506, ""blockHash"": ""0x566ccc997a18f7f432517ba033fb1e126d7efc285fcd0c9a042a515d7ae8bb3f"", ""blockTime"": 1726671132000, ""eventIndex"": 68, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,100000000000.0,,
